player_id,team,player,interceptionsAVG,interceptionsINT,interceptionsTD,interceptionsYDS,kickReturnsAVG,kickReturnsLONG,kickReturnsNO,kickReturnsTD,kickReturnsYDS,kickingFGA,kickingFGM,kickingLONG,kickingPCT,kickingPTS,kickingXPA,kickingXPM,passingATT,passingCOMPLETIONS,passingINT,passingPCT,passingTD,passingYDS,passingYPA,puntReturnsAVG,puntReturnsLONG,puntReturnsNO,puntReturnsTD,puntReturnsYDS,puntingIn 20,puntingLONG,puntingNO,puntingTB,puntingYDS,puntingYPP,receivingLONG,receivingREC,receivingTD,receivingYDS,receivingYPR,rushingCAR,rushingLONG,rushingTD,rushingYDS,rushingYPC
232491,Wyoming,David Leonard,,,,,20.0,20.0,1.0,0.0,20.0,,,,,,,,3.0,2.0,0.0,0.667,2.0,69.0,23.0,4.5,30.0,24.666666666666668,0.0,106.0,,,,,,,33.25,38.25,2.0,369.5,10.2,3.0,11.0,0.0,5.0,1.7
232492,Wyoming,Reece Hall,,,,,13.0,13.0,1.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232494,Wyoming,Nick Landess,,,,,,,,,,3.0,2.0,44.0,0.667,10.0,4.0,4.0,,,,,,,,,,,,,0.0,39.0,3.0,0.0,109.0,36.3,,,,,,,,,,
232496,Wyoming,Josh Biezuns,,,,,11.0,11.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,5.0,0.0,35.0,7.0,1.0,0.0,0.0,0.0,0.0
232497,Wyoming,Bryson Studnicka,,,,,19.0,19.0,1.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,7.0,0.0,70.0,10.0,3.0,5.0,0.0,10.0,3.3
232527,Boise State,Garcia Day,,,,,,,,,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232534,Boise State,Cedric Febis,26.0,1.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232538,Mississippi State,Austin Wilbanks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,
232542,Boise State,Michael Choate,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,14.0,2.0,0.0,19.5,9.75,,,,,
232544,BYU,Tyler Kozlowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,3.0,0.0,31.0,10.3,,,,,
232547,Boise State,Kyle Efaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,25.75,3.25,317.25,12.675,0.0,0.0,1.0,0.0,0.0
232548,BYU,Ryan Folsom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,38.5,0.0,48.5,7.0
232549,BYU,David Foote,,,,,17.5,19.0,2.0,0.0,35.0,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,25.5,7.0,0.5,79.0,14.1,21.0,38.333333333333336,0.3333333333333333,132.33333333333334,7.499999999999999
232557,Boise State,Matt Kaiserman,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,11.0,11.0,,,,,,,,,,,,11.5,1.5,0.0,15.5,10.5,36.0,16.5,1.0,145.0,4.05
232558,Boise State,Dan Paul,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,4.666666666666667,1.3333333333333333,31.666666666666668,7.533333333333334,1.0,1.0,0.0,1.0,1.0
232559,Boise State,Brandyn Thompson,10.166666666666666,4.0,0.3333333333333333,42.666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232560,Boise State,Kellen Moore,,,,,,,,,,,,,,,,,414.5,289.25,7.0,0.6982499999999999,35.5,3666.75,8.875,,,,,,0.0,48.0,2.5,0.0,92.5,36.35,7.0,1.0,1.0,7.0,7.0,25.25,9.5,0.75,-33.25,-1.5
232563,Boise State,Mitch Burroughs,,,,,22.325,30.25,2.5,0.0,55.0,,,,,,,,1.0,0.5,0.0,0.5,0.0,8.0,8.0,7.2,34.0,13.333333333333334,0.0,121.0,,,,,,,24.25,19.5,0.5,193.75,9.675,7.333333333333333,13.333333333333334,0.6666666666666666,38.333333333333336,5.6000000000000005
232565,Boise State,Aaron Tevis,8.875,1.75,0.25,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232566,Boise State,Brad Elkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,53.25,22.75,0.0,903.25,38.875,,,,,,,,,,
232567,Boise State,Doug Martin,,,,,31.75,88.5,8.0,0.5,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,16.75,1.0,178.75,11.925,154.25,57.0,10.75,857.75,5.4
232570,Boise State,D.J. Harper,,,,,18.9,31.0,6.0,0.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.166666666666668,9.0,0.3333333333333333,66.0,7.3500000000000005,91.16666666666667,54.166666666666664,6.5,463.1666666666667,5.716666666666666
232571,Boise State,Austin Pettis,,,,,,,,,,,,,,,,,2.0,1.6666666666666667,0.0,0.6666666666666666,0.6666666666666666,31.0,14.766666666666666,3.0,3.0,1.0,0.0,3.0,,,,,,,50.75,57.25,9.75,709.5,12.174999999999999,1.0,0.0,0.0,-11.0,-11.0
232573,Boise State,Hunter White,4.666666666666667,1.0,0.0,4.666666666666667,19.0,19.0,1.0,0.0,19.0,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,
232574,Boise State,Chase Baker,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232580,Boise State,Shea McClellin,13.0,1.3333333333333333,0.3333333333333333,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232582,Boise State,Titus Young,,,,,25.2,76.5,27.5,1.0,698.5,,,,,,,,,,,,,,,4.866666666666667,18.333333333333332,4.666666666666667,0.0,25.333333333333332,,,,,,,68.75,51.0,6.25,765.75,15.4,11.75,27.75,2.0,87.5,7.85
232583,Utah State,Roy Hurst,6.1,2.5,0.0,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232585,Houston,Wesley Scourten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,3.0,0.0,24.5,8.2,,,,,
232587,Houston,Jamal Robinson,4.2,3.0,0.5,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232589,Houston,Tommy Skinner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,47.0,6.0,0.0,175.0,29.2,,,,,,,,,,
232606,Rice,James Casey,,,,,,,,,,,,,,,,,6.0,2.0,0.5,0.34299999999999997,1.0,18.5,2.8,3.9,18.5,9.5,0.0,51.0,,,,,,,54.0,78.5,8.5,957.0,12.35,49.5,32.0,5.0,175.5,3.4000000000000004
232607,SMU,Rock Dennis,8.2,3.0,0.5,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232622,UCF,Darin Baldwin,37.0,1.0,1.0,37.0,27.3,72.0,8.0,0.0,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232626,East Carolina,Justin Brockmeyer,,,,,15.0,15.0,1.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,11.5,0.0,12.0,6.25
232666,TCU,Ryan Hightower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,0.3333333333333333,9.0,9.0
232670,TCU,Billy Pizor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,1.0,10.0,10.0,,,,,
232686,UTEP,Nuuese Punimata,19.25,1.5,0.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232691,Akron,Miguel Graham,10.35,2.5,0.5,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232692,Utah State,Junior Keiaho,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232694,Utah State,Curtis Marsh,0.0,1.5,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,14.0,0.5,105.0,7.75,62.0,33.5,2.0,243.5,4.050000000000001
232698,Eastern Michigan,Ben Thayer,,,,,5.0,11.0,2.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.666666666666668,21.666666666666668,1.6666666666666667,253.33333333333334,13.566666666666668,1.0,32.0,0.0,32.0,32.0
232699,Eastern Michigan,Dwayne Priest,,,,,50.0,41.0,1.0,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,23.5,9.0,0.5,84.5,8.875,124.5,34.25,5.0,500.75,3.9749999999999996
232700,Eastern Michigan,Tim Fort,,,,,8.0,8.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232701,Eastern Michigan,Patrick Treppa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,56.5,20.0,0.0,715.0,36.150000000000006,,,,,,,,,,
232702,Eastern Michigan,Nate Beard,,,,,,,,,,,,,,,,,,,,,,,,2.9,16.0,19.0,0.0,55.0,,,,,,,,,,,,,,,,
232713,Middle Tennessee,Ivon Hickmon,13.0,2.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,0.0,6.0,6.0
232717,Middle Tennessee,Andrew Banks,,,,,,,,,,,,,,,,,1.5,1.0,0.0,0.75,0.0,15.0,14.25,,,,,,,,,,,,17.333333333333332,4.333333333333333,0.3333333333333333,39.666666666666664,9.433333333333334,2.5,3.5,0.0,4.5,1.15
232719,Middle Tennessee,Caleb Dugger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,,,,,
232727,Navy,Cory Finnerty,,,,,4.0,4.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,5.0,0.5,47.0,9.4,12.5,19.0,1.0,74.0,6.7
232728,Navy,Tony Haberer,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232730,Navy,Ross Pospisil,11.5,1.3333333333333333,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232735,Northern Illinois,Mike Salerno,,,,,,,,,,24.5,18.5,51.0,0.755,92.0,37.5,36.5,,,,,,,,,,,,,0.0,54.5,17.0,0.0,641.5,35.1,,,,,,,,,,
232739,Northern Illinois,Chase Carter,60.0,2.0,1.0,120.0,,,,,,1.0,1.0,28.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232740,Northern Illinois,John Kremer,,,,,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,1.0,0.0,-1.0,,,,,,,,,,,,,,,,
232741,Northern Illinois,Jake Coffman,40.5,1.0,0.5,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232747,Louisiana Tech,Adrian Linwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49.0,10.0,0.0,443.0,44.3,33.0,6.0,0.5,80.5,17.65,1.0,2.0,0.0,2.0,2.0
232748,Louisiana Tech,Stevon Howze,19.0,1.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
232751,Florida International,Travis Felder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,0.0,6.0,6.0,,,,,
232763,Navy,Jack Hatcher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0
232777,Memphis,Brent Sutherland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,64.0,52.0,0.0,2121.0,40.8,,,,,,,,,,
232790,Louisiana Tech,Philip Beck,,,,,,,,,,,,,,,,,,,,,,,,9.0,41.0,24.0,0.0,220.0,,,,,,,49.5,27.5,0.5,313.5,11.35,1.0,7.0,0.0,7.0,7.0
232794,Ohio,Errik Ejike,23.0,1.0,1.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232795,Ohio,Theo Scott,,,,,,,,,,,,,,,,,165.66666666666666,97.0,5.333333333333333,0.605,8.666666666666666,1119.6666666666667,6.433333333333333,,,,,,,,,,,,6.0,1.0,0.0,6.0,6.0,42.666666666666664,34.666666666666664,1.0,85.66666666666667,1.8333333333333333
232801,Bowling Green,Nick Iovinelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,63.666666666666664,54.333333333333336,0.0,2089.6666666666665,38.6,,,,,,1.0,0.0,0.0,-8.0,-8.0
232803,Bowling Green,Eric Ransom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,9.0,1.0,117.0,13.0,9.0,14.0,0.0,46.0,5.1
232804,Buffalo,Chazz Anderson,,,,,,,,,,,,,,,,,406.0,230.0,9.0,0.567,11.0,2454.0,6.0,,,,,,,,,,,,,,,,,85.0,68.0,7.0,309.0,3.6
232804,Cincinnati,Chazz Anderson,,,,,,,,,,,,,,,,,42.0,24.666666666666668,1.3333333333333333,0.6523333333333333,1.0,253.0,5.666666666666667,,,,,,,,,,,,,,,,,16.666666666666668,13.0,0.6666666666666666,23.0,1.9666666666666668
232806,Cincinnati,Armon Binns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,34.5,5.25,502.0,12.075,,,,,
232807,Cincinnati,Zach Collaros,,,,,,,,,,,,,,,,,195.75,121.25,6.5,0.54925,12.75,1568.0,6.699999999999999,,,,,,0.0,35.0,1.0,0.0,35.0,35.0,,,,,,67.0,33.0,4.0,202.25,3.825
232810,Cincinnati,Drew Frey,9.0,2.0,0.25,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232815,Cincinnati,Scott Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,6.5,41.5,1.0,57.0,12.35
232822,Cincinnati,Adrien Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.25,7.25,1.25,108.5,13.875,,,,,
232823,Cincinnati,Ricardo Thompson,,,,,0.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232826,Cincinnati,Orion Woodard,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1.5,0.0,15.0,10.5,,,,,
232828,Bowling Green,Sinisa Vrvilo,,,,,,,,,,17.5,12.0,46.5,0.6759999999999999,80.0,45.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232842,New Mexico,Trey Buckley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,0.0,3.0,3.0,,,,,
232845,Arkansas State,Preston Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,20.0,1.0,192.0,9.6,54.0,30.0,1.0,298.0,5.5
232848,Florida Atlantic,Jeff Blanchard,,,,,20.3,32.0,12.0,0.0,244.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,3.5,0.0,20.0,7.9,15.666666666666666,9.333333333333334,0.3333333333333333,41.666666666666664,2.4333333333333336
232849,Florida Atlantic,Dino Cox,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232851,Florida Atlantic,Jarvis Givens,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,
232852,Florida Atlantic,Mickey Groody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,61.25,53.0,0.0,2232.75,40.974999999999994,,,,,,1.0,5.0,0.0,5.0,5.0
232857,Florida Atlantic,Alfred Morris,,,,,7.0,7.0,1.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,28.333333333333332,9.666666666666666,1.3333333333333333,98.0,10.566666666666668,177.75,35.75,6.75,864.25,4.475
232860,Florida Atlantic,Avionne Rolle,,,,,18.75,26.5,5.5,0.0,124.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,5.5,0.0,15.0,3.35
232861,Florida Atlantic,Xavier Stinson,,,,,11.25,20.5,6.0,0.0,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,22.666666666666668,13.666666666666666,1.0,103.66666666666667,7.966666666666666,30.666666666666668,15.0,0.0,91.0,2.966666666666667
232862,Florida Atlantic,Darian Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,15.666666666666666,1.6666666666666667,199.66666666666666,13.0,,,,,
232875,Temple,Delano Green,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.125,47.0,29.0,0.5,174.25,,,,,,,20.25,3.25,0.0,48.5,14.275,2.6666666666666665,17.666666666666668,0.3333333333333333,18.0,5.733333333333333
232876,Temple,Josh Hutchison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,0.0,5.0,5.0,,,,,
232880,Temple,Morris Blueford,4.5,2.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232905,Western Michigan,Ben Armer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,62.5,51.5,0.0,2078.5,40.4,,,,,,1.0,0.0,0.0,-19.0,-19.0
232906,Western Michigan,Mario Armstrong,14.533333333333333,2.3333333333333335,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232908,Western Michigan,Keith Dixson,5.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232911,Louisiana Monroe,Al Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,2.0,0.0,15.0,7.5,,,,,
232912,Western Michigan,Deshon Lawrence,3.0,1.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,0.0,12.0,6.0,,,,,
232916,Western Michigan,Anthony Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,15.0,3.0,189.0,12.6,,,,,
232921,Western Michigan,Harrison Porter,31.0,1.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232924,Western Michigan,Dervon Wallace,,,,,25.4,72.5,24.0,0.5,590.0,,,,,,,,,,,,,,,21.0,21.0,1.0,0.0,21.0,,,,,,,29.0,2.0,0.0,33.666666666666664,21.233333333333334,6.0,56.0,0.0,81.0,13.5
232942,Central Michigan,Nick Bellore,18.333333333333332,1.6666666666666667,0.0,34.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232948,Utah,Brad Clifford,,,,,11.0,11.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,3.5,0.0,38.5,5.6,,,,,
232949,Utah,Chad Manis,,,,,,,,,,,,,,,,,4.0,3.0,0.0,0.75,0.0,24.0,6.0,,,,,,,,,,,,,,,,,,,,,
232953,Utah,Trevor Moss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.5,0.0,6.0,4.65
232957,Idaho,Steve Brown,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,0.0,3.0,,,,,,,18.0,6.0,0.0,57.5,10.55,,,,,
232958,Idaho,Nick Conley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,0.0,12.0,12.0,,,,,
232960,Idaho,Justin Allen,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232961,Idaho,Quin Ashley,35.0,3.0,1.0,105.0,,,,,,,,,,,,,12.5,4.0,1.0,0.182,0.5,46.0,2.1,,,,,,,,,,,,19.0,3.0,0.0,51.0,17.0,20.0,13.5,0.0,73.0,3.45
232962,Idaho,Matt Cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0
232964,Idaho,JoJo Dickson,43.75,1.5,0.5,72.0,,,,,,,,,,,,,,,,,,,,20.0,20.0,1.0,0.0,20.0,,,,,,,,,,,,,,,,
232965,Idaho,Andre Ferguson,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232966,Idaho,Eric Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,22.25,2.75,311.5,12.075000000000001,,,,,
232967,Idaho,Dewey Hale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,11.0,0.0,5.0,2.5
232970,Idaho,Kenneth Patten,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232972,Idaho,Maurice Shaw,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,53.25,24.5,3.0,376.75,14.925,,,,,
232973,Idaho,Kevin Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,3.0,0.5,24.0,8.5,,,,,
232975,Idaho,Korey Toomer,19.0,1.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,12.0,3.0,27.0,3.0
232977,UAB,Darryl Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,5.0,0.0,82.0,21.55,1.0,0.0,0.0,-4.0,-4.0
232994,Utah,Deshawn Richard,46.0,3.0,2.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233011,San José State,Peter Tuitupou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,7.0,0.0,91.5,11.450000000000001,,,,,
233014,Tulane,Tyler Helm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.75,2.75,0.0,26.75,13.75,,,,,
233017,Utah,Matt Asiata,,,,,,,,,,,,,,,,,2.0,1.0,0.0,0.3335,1.0,18.0,6.0,,,,,,,,,,,,27.333333333333332,18.0,0.6666666666666666,131.33333333333334,8.133333333333333,94.75,28.25,6.0,437.0,4.45
233018,Utah,Jereme Brooks,,,,,21.8,26.0,4.0,0.0,88.0,,,,,,,,1.0,1.0,0.0,1.0,0.5,20.0,20.0,0.5,2.0,2.0,0.0,1.0,,,,,,,56.75,38.0,3.5,460.75,12.0,9.75,22.75,1.25,58.0,4.15
233020,Utah,Brandon Burton,17.25,1.5,0.0,34.5,,,,,,,,,,,,,,,,,,,,3.5,7.0,2.0,0.0,7.0,,,,,,,,,,,,,,,,
233023,Utah,Robert Johnson,11.266666666666666,4.333333333333333,0.3333333333333333,57.666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233025,Nevada,Corbin Louks,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,34.0,26.0,1.0,303.0,11.7,3.0,9.0,0.0,19.0,6.3
233025,Utah,Corbin Louks,,,,,,,,,,,,,,,,,7.5,4.5,0.0,0.598,1.0,72.5,10.0,,,,,,,,,,,,33.0,1.0,0.0,33.0,33.0,30.0,55.0,2.0,190.0,6.5
233027,Utah,Dallin Rogers,,,,,6.0,14.0,6.0,0.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,11.0,1.25,99.5,8.850000000000001,,,,,
233029,Utah,Derrick Shelby,21.0,1.0,1.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233032,Utah,Justin Taplin-Ross,24.5,2.0,0.0,49.0,22.3,36.0,3.0,0.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233033,Utah,Reggie Topps,17.5,1.0,0.0,17.5,,,,,,,,,,,,,,,,,,,,10.0,10.0,1.0,1.0,10.0,,,,,,,,,,,,,,,,
233034,Utah,Eddie Wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,25.5,1.5,212.5,8.55,100.25,28.25,5.75,503.25,4.625
233147,Georgia Tech,Preston Lyons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,2.0,0.0,25.5,12.75,33.666666666666664,34.666666666666664,1.0,179.66666666666666,4.966666666666666
233263,Miami (OH),Mitchell Anderson,,,,,,,,,,,,,,,,,,,,,,,,0.5,2.0,2.5,0.0,5.0,,,,,,,24.0,4.5,0.0,57.5,13.05,,,,,
233396,Purdue,James Jones,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233681,Kent State,Jon Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,4.5,1.0,47.75,9.1,,,,,
233683,Kent State,Aaron Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,8.5,0.0,109.5,12.8,,,,,
233693,Troy,DuJuan Harris,,,,,15.8,30.0,3.0,0.0,57.0,,,,,,,,1.0,1.0,0.0,1.0,0.5,2.5,2.5,18.0,18.0,1.0,0.0,18.0,,,,,,,19.0,19.75,1.25,138.25,6.7,135.0,45.0,6.75,658.75,4.925
233695,Troy,Michael Taylor,,,,,,,,,,16.333333333333332,12.0,48.0,0.7246666666666668,75.66666666666667,41.0,39.666666666666664,,,,,,,,,,,,,0.0,28.0,1.0,0.0,28.0,28.0,,,,,,,,,,
233698,Troy,Will Goggans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,66.0,58.75,0.0,2405.25,40.85,,,,,,1.0,0.0,0.0,-20.0,-20.0
233700,Troy,Donnell Golden,7.333333333333333,1.3333333333333333,0.0,12.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233701,Troy,Xavier Lamb,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233702,Troy,David McDowell,,,,,7.4,20.0,5.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233705,Troy,R.J. Roberts,,,,,,,,,,,,,,,,,,,,,,,,26.0,26.0,1.0,0.0,26.0,,,,,,,,,,,,,,,,
233713,Troy,Wesley Potter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,1.0,0.0,-2.0,-2.0,,,,,
233719,Troy,Kennard Burton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,32.5,2.0,355.5,11.35,13.0,20.0,2.0,95.0,7.3
233720,Troy,Willie McDowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,1.0,0.0,17.0,17.0,,,,,
233966,Iowa,Woody Orne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0,0.0,12.0,12.0,,,,,
234153,Nebraska,Tyler Legate,,,,,13.5,13.5,1.0,0.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.6666666666666665,1.3333333333333333,16.333333333333332,5.1000000000000005,8.0,36.0,0.0,54.0,6.8
