player_id,team,player,interceptionsAVG,interceptionsINT,interceptionsTD,interceptionsYDS,kickReturnsAVG,kickReturnsLONG,kickReturnsNO,kickReturnsTD,kickReturnsYDS,kickingFGA,kickingFGM,kickingLONG,kickingPCT,kickingPTS,kickingXPA,kickingXPM,passingATT,passingCOMPLETIONS,passingINT,passingPCT,passingTD,passingYDS,passingYPA,puntReturnsAVG,puntReturnsLONG,puntReturnsNO,puntReturnsTD,puntReturnsYDS,puntingIn 20,puntingLONG,puntingNO,puntingTB,puntingYDS,puntingYPP,receivingLONG,receivingREC,receivingTD,receivingYDS,receivingYPR,rushingCAR,rushingLONG,rushingTD,rushingYDS,rushingYPC
145279,Colorado,Mike Duren,,,,,,,,,,,,,,,,,,,,,,,,-1.0,0.0,3.0,0.0,-3.0,,,,,,,28.0,20.0,0.0,143.0,7.2,,,,,
145280,Colorado,Kevin Eberhart,,,,,,,,,,12.5,8.0,38.5,0.8125,40.5,16.5,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145281,Colorado,Dan Goettsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,0.0,20.5,11.15,,,,,
145285,Colorado,Nick Holz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,0.0,29.0,9.7,1.0,21.0,0.0,21.0,21.0
145291,Colorado,Brendan Schaub,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,1.0,0.0,15.0,,,,,,,7.0,3.0,0.0,8.0,2.7,1.0,4.0,0.0,4.0,4.0
145292,Colorado,Alonzo Barrett,4.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,16.0,17.0,2.0,0.0,32.0,,,,,,,,,,,,,,,,
145295,Colorado,Dominique Brooks,,,,,,,,,,,,,,,,,,,,,,,,28.0,28.0,1.0,1.0,28.0,,,,,,,-2.0,1.0,0.0,-2.0,-2.0,,,,,
145296,Colorado,Isaiah Crawford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,11.0,0.0,35.0,5.0
145297,Colorado,Mason Crosby,,,,,,,,,,28.333333333333332,21.0,58.0,0.7413333333333334,88.66666666666667,26.333333333333332,25.666666666666668,,,,,,,,,,,,,0.0,43.0,1.0,0.0,43.0,43.0,,,,,,,,,,
145300,Colorado,Lionel Harris,5.666666666666667,1.3333333333333333,0.0,10.666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,-3.0,-3.0
145302,Colorado,Bernard Jackson,,,,,,,,,,,,,,,,,110.0,54.5,3.5,0.7464999999999999,3.5,658.0,11.95,-1.0,-1.0,1.0,0.0,-1.0,,,,,,,,,,,,54.666666666666664,24.0,2.3333333333333335,228.33333333333334,2.8666666666666667
145303,Colorado,Daniel Jolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,0.0,11.0,5.5,23.0,7.0,0.0,62.0,2.7
145306,Colorado,Stephone Robinson,,,,,,,,,,,,,,,,,,,,,,,,7.55,51.75,26.75,0.5,166.5,,,,,,,16.666666666666668,5.0,0.0,46.333333333333336,7.233333333333333,3.6666666666666665,12.0,0.0,9.0,2.7999999999999994
145308,Colorado,Joe Sanders,51.0,1.0,1.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,9.0,0.0,84.0,9.3,,,,,
145309,Colorado,Lorenzo Sims,6.3,3.0,0.0,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145310,Colorado,Dusty Sprague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.75,27.0,1.25,327.75,12.975,6.5,15.0,0.5,46.5,8.9
145312,Colorado,Terrence Wheatley,11.333333333333334,4.666666666666667,0.6666666666666666,51.333333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145313,Colorado,Brian White,,,,,,,,,,,,,,,,,6.5,4.0,0.0,0.7915,0.5,45.5,8.4,,,,,,,,,,,,,,,,,1.0,0.0,0.0,-10.0,-10.0
145316,Kansas,Lyonel Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,33.0,3.0,328.0,9.9,,,,,
145342,Kansas,John Nielsen,,,,,,,,,,,,,,,,,46.0,30.0,1.0,0.652,1.0,266.0,5.8,,,,,,,,,,,,,,,,,16.0,13.0,0.0,2.0,0.1
145353,Kansas,Adam Barmann,,,,,,,,,,,,,,,,,147.33333333333334,79.66666666666667,5.333333333333333,0.5393333333333334,5.0,818.6666666666666,5.133333333333334,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,25.0,10.0,0.6666666666666666,10.0,-0.46666666666666673
145363,Kansas,Brandon McAnderson,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,22.0,22.0,,,,,,,,,,,,34.666666666666664,10.0,0.0,107.66666666666667,11.700000000000001,61.5,18.5,5.75,338.25,3.925
145371,Kansas,Scott Webb,,,,,,,,,,17.0,11.75,43.0,0.63775,75.0,41.0,39.75,,,,,,,,,,,,,0.0,32.0,1.0,0.0,32.0,32.0,,,,,,,,,,
145377,Iowa State,Aaron Brant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,,,,,
145391,Iowa State,James Wright III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,14.0,0.0,126.0,9.0,,,,,
145393,Iowa State,Ben Barkema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.75,13.0,1.0,141.5,10.725,,,,,
145394,Iowa State,Caleb Berg,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,
145395,Iowa State,Jason Berryman,4.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145396,Iowa State,Todd Blythe,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,21.0,21.0,12.0,12.0,5.0,0.0,12.0,,,,,,,50.0,44.0,7.75,774.0,17.55,1.0,6.0,0.0,6.0,6.0
145398,Iowa State,Brent Curvey,66.0,1.0,1.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145402,Iowa State,DeAndre Jackson,6.3,3.0,0.0,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145404,Iowa State,Bret Meyer,,,,,,,,,,,,,,,,,353.5,205.0,10.25,0.5762499999999999,12.5,2374.75,6.699999999999999,,,,,,,,,,,,13.333333333333334,1.0,0.0,13.333333333333334,13.333333333333334,127.25,24.75,3.0,231.0,1.9
145405,Iowa State,Milan Moses,,,,,29.0,42.0,3.0,0.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,13.25,0.0,136.25,9.825000000000001,1.0,0.0,0.0,-1.0,-1.0
145411,Iowa State,Kurtis Taylor,48.0,1.0,0.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145416,Kansas State,Steven Cline,8.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145423,Kansas State,Marcus Watts,11.35,2.0,0.0,34.0,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.15,11.0,4.5,0.0,10.5,,,,,,,,,,,,,,,,
145425,Kansas State,Bryan Baldwin,19.666666666666668,1.3333333333333333,0.0,20.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145426,Kansas State,Toney Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,3.0,0.0,34.0,11.3,,,,,
145427,Kansas State,Byron Garvin,3.8333333333333335,1.6666666666666667,0.0,7.666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145430,Kansas State,Jermaine Moreira,,,,,,,,,,,,,,,,,,,,,,,,3.6999999999999997,25.666666666666668,8.666666666666666,0.3333333333333333,70.33333333333333,,,,,,,42.0,30.0,2.0,399.3333333333333,13.766666666666666,1.0,0.0,0.0,-2.0,-2.0
145431,Kansas State,Rashaad Norwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,16.666666666666668,0.3333333333333333,175.0,9.733333333333334,,,,,
145458,Missouri,Matt Hoenes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,53.5,18.0,0.0,642.5,33.2,,,,,,1.0,0.0,0.0,-5.0,-5.0
145459,Missouri,Beau Viehmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,0.0,-3.0,-1.0,3.0,3.0,0.0,2.0,0.7
145462,Missouri,Damien Nash,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,5.0,5.0,,,,,,,,,,,,43.0,25.0,1.0,176.0,7.0,164.0,66.0,7.0,792.0,4.8
145472,Missouri,Nino Williams,13.0,2.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145475,Missouri,Greg Bracey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.5,3.0,1.0,66.0,22.0,,,,,
145477,Missouri,Brad Ekwerekwu,,,,,,,,,,,,,,,,,2.0,1.5,0.0,0.8335,0.5,26.5,12.15,,,,,,,,,,,,42.333333333333336,28.666666666666668,2.0,302.3333333333333,10.366666666666667,7.5,8.5,0.5,10.5,1.35
145478,Missouri,Xzavie Jackson,9.0,1.0,0.5,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145482,Missouri,Jason Ray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.25,4.25,0.0,33.75,7.85,,,,,
145483,Missouri,Martin Rucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.75,50.75,4.5,543.75,11.35,5.333333333333333,6.0,0.0,18.666666666666668,3.1999999999999997
145484,Missouri,Victor Sesay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,31.0,2.0,314.0,10.1,,,,,
145487,Missouri,Darnell Terrell,11.0,1.5,0.0,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145492,Missouri,Marcus Woods,,,,,,,,,,,,,,,,,,,,,,,,4.133333333333334,31.333333333333332,12.0,0.3333333333333333,75.66666666666667,,,,,,,24.666666666666668,9.333333333333334,0.3333333333333333,54.333333333333336,6.033333333333334,59.0,27.0,1.75,266.75,4.65
145495,Nebraska,Stewart Bradley,43.0,1.0,1.0,43.0,,,,,,,,,,,,,,,,,,,,-1.0,-1.0,1.0,0.0,-1.0,,,,,,,,,,,,,,,,
145509,Nebraska,Grant Mulkey,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,36.0,22.5,1.0,257.5,11.600000000000001,,,,,
145513,Georgia Tech,Tashard Choice,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,17.0,17.0,,,,,,,,,,,,17.333333333333332,13.333333333333334,0.0,93.66666666666667,7.066666666666666,225.0,50.333333333333336,9.333333333333334,1121.6666666666667,4.8999999999999995
145513,Oklahoma,Tashard Choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,7.0,7.0,22.0,14.0,0.0,100.0,4.5
145515,Nebraska,Kade Pittman,,,,,,,,,,,,,,,,,,,,,,,,11.5,36.0,4.0,0.0,46.0,,,,,,,,,,,,,,,,
145519,Oklahoma,Lawrence Dampeer,31.0,1.0,0.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145521,Oklahoma,J.J. Finley,,,,,16.0,16.0,1.0,0.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,31.25,15.5,2.5,193.75,12.549999999999999,,,,,
145522,Oklahoma,Cody Freeby,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,4.0,4.0,,,,,,0.0,73.0,71.0,0.0,3004.0,42.3,,,,,,,,,,
145525,Oklahoma,Tommy Grady,,,,,,,,,,,,,,,,,14.0,12.0,0.0,0.857,1.0,63.0,4.5,,,,,,,,,,,,,,,,,1.0,9.0,0.0,9.0,9.0
145525,Utah,Tommy Grady,,,,,,,,,,,,,,,,,62.5,31.5,3.0,0.502,2.0,362.5,5.15,,,,,,,,,,,,,,,,,7.0,6.5,0.0,-11.5,0.10000000000000009
145535,Nebraska,Andrew Shanle,4.8,4.0,0.0,19.0,,,,,,,,,,,,,,,,,,,,15.0,15.0,1.0,0.0,15.0,,,,,,,,,,,,,,,,
145536,Tulsa,Courtney Tennial,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,0.0,5.0,,,,,,,35.5,9.0,1.0,113.0,13.55,108.0,30.5,10.5,532.5,4.9
145538,Oklahoma,Dane Zaslaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,4.5,0.5,50.0,11.0,,,,,
145540,UNLV,Ronnie Smith,,,,,,,,,,,,,,,,,,,,,,,,16.5,25.0,2.0,0.0,33.0,,,,,,,22.0,8.5,0.5,52.5,7.2,17.0,50.0,1.0,97.0,16.85
145542,Oklahoma State,Andrew Alexander,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145553,Oklahoma State,Tommy Devereaux,,,,,24.3,31.0,4.0,0.0,97.0,,,,,,,,,,,,,,,6.95,23.5,5.5,0.0,47.0,,,,,,,33.333333333333336,7.666666666666667,0.6666666666666666,91.0,12.5,8.0,20.0,0.0,39.0,4.9
145566,Tulsa,Steve Craver,29.0,1.0,0.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145567,Nebraska,Joe Dailey,,,,,,,,,,,,,,,,,310.0,153.0,19.0,0.494,17.0,2025.0,6.5,,,,,,,,,,,,19.0,1.0,0.0,19.0,19.0,53.0,17.0,4.0,55.0,1.0
145567,North Carolina,Joe Dailey,,,,,,,,,,,,,,,,,98.0,56.0,5.5,0.287,3.5,658.0,3.35,,,,,,,,,,,,20.0,2.0,0.0,38.0,19.0,25.5,14.0,0.5,33.0,3.1
145570,Nebraska,David Dyches,,,,,,,,,,3.0,2.0,46.0,0.667,8.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145572,Oklahoma State,Grant Jones,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,21.0,0.0,31.0,5.2
145574,Oklahoma State,Robert Jones,33.0,1.0,0.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145577,Nebraska,Tierre Green,15.0,1.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,3.0,3.0,1.0,0.0,3.0,,,,,,,,,,,,15.333333333333334,16.333333333333332,0.6666666666666666,99.66666666666667,7.166666666666667
145578,Oklahoma State,Chijuan Mack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,3.0,1.0,77.0,25.7,,,,,
145579,Nebraska,Corey McKeon,9.0,1.6666666666666667,0.3333333333333333,21.666666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145580,Nebraska,Josh Mueller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,3.0,1.0,22.0,11.6,,,,,
145581,Nebraska,Wali Muhammad,4.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145584,Nebraska,Bo Ruud,39.166666666666664,1.6666666666666667,1.0,69.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145590,Oklahoma State,Calvin Roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.333333333333333,10.333333333333334,0.3333333333333333,33.333333333333336,5.3
145591,Oklahoma State,Paschal Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,4.0,0.0,44.0,11.0,,,,,
145594,Oklahoma State,Jamie Thompson,47.0,2.0,1.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145596,Oklahoma State,Donovan Woods,8.0,1.6666666666666667,0.0,14.666666666666666,,,,,,,,,,,,,109.5,57.0,2.5,0.525,7.0,895.5,6.8999999999999995,,,,,,,,,,,,,,,,,67.5,26.5,5.5,249.5,4.4
145598,Texas A&M,David Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,7.0,7.0
145608,Texas,Eric Enard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,0.0,15.0,7.5,,,,,
145623,Texas,Kyle Phillips,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145627,Texas,Tarell Brown,13.25,1.5,0.0,21.0,,,,,,,,,,,,,,,,,,,,5.0,5.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,
145628,Texas,Tim Crowder,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145629,Texas,Scott Derry,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145631,Texas,Brandon Foster,23.0,5.0,2.0,115.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
145632,Texas,Tyrell Gatewood,,,,,,,,,,,,,,,,,,,,,,,,35.0,35.0,1.0,0.0,35.0,,,,,,,11.0,1.5,0.0,13.0,9.75,,,,,
145634,Texas,Michael Griffin,3.4333333333333336,2.3333333333333335,0.0,13.666666666666666,,,,,,,,,,,,,,,,,,,,19.900000000000002,25.0,2.0,0.0,41.333333333333336,,,,,,,,,,,,,,,,
145637,Texas,Steven Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,0.0,8.0,8.0,,,,,
145639,Texas,Robert Killebrew,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,
145641,Texas,Billy Pittman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.666666666666664,26.666666666666668,3.0,427.6666666666667,14.033333333333333,1.6666666666666667,11.666666666666666,0.0,12.0,6.833333333333333
145643,Texas,Limas Sweed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,31.0,5.0,478.75,15.0,0.5,2.5,0.0,2.0,-0.5
145650,Texas A&M,Chris Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.25,6.5,1.0,59.0,10.5,12.25,18.25,0.75,53.5,4.575
145652,Texas A&M,Japhus Brown,8.0,2.5,0.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145655,Texas A&M,Melvin Bullitt,3.5,1.3333333333333333,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145658,Texas A&M,Stephen Hodge,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145662,Texas A&M,Erik Mayes,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,4.5,49.0,27.0,0.0,122.0,,,,,,,,,,,,,,,,
145666,Texas A&M,Earvin Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.75,17.25,1.25,198.0,18.025,,,,,
145667,Texas A&M,Joey Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.75,8.75,1.0,106.5,12.25,,,,,
145670,Texas A&M,Justin Warren,23.0,1.0,1.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145672,Texas Tech,Greg Aycock,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
145674,Texas Tech,Brian Bishop,,,,,,,,,,,,,,,,,,,,,,,,9.0,20.0,2.0,0.0,18.0,,,,,,,18.0,8.0,1.0,82.0,10.3,,,,,
145681,Texas Tech,Joe Garcia,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145685,Texas Tech,Jamaal Jackson,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145687,Texas Tech,Chad Johnson,56.0,1.0,0.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145692,Texas Tech,Chris Parker,17.333333333333332,1.3333333333333333,0.0,17.333333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145696,Texas Tech,Taurance Rawls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,0.0,16.0,5.3,6.5,14.0,0.5,28.0,5.6
145697,Texas Tech,Alex Reyes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,65.0,43.666666666666664,0.3333333333333333,1895.3333333333333,43.4,,,,,,,,,,
145701,Texas Tech,Jabari Smith,8.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145702,Texas Tech,Keith Toogood,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145709,Clemson,Tramaine Billie,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145712,Clemson,Jad Dean,,,,,,,,,,22.0,16.333333333333332,47.333333333333336,0.7416666666666667,74.0,30.666666666666668,29.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,0.0,-0.5,-0.5
145713,Clemson,Nick Watkins,5.85,2.0,0.5,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145714,Clemson,Sergio Gilliam,37.0,1.0,0.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145723,Clemson,Thomas Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,13.5,0.0,184.5,13.5,,,,,
145726,Duke,Deon Adams,,,,,,,,,,,,,,,,,2.0,2.0,0.0,1.0,0.0,51.0,25.5,,,,,,,,,,,,15.0,5.5,0.0,52.0,7.0,6.0,25.0,0.5,51.0,10.1
145728,Duke,Alex Feinberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49.0,63.0,0.0,2366.0,37.6,,,,,,,,,,
145730,Duke,Aaron Fryer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.0,0.0,11.0,5.5,22.0,10.0,0.0,72.5,3.8499999999999996
145731,Duke,John Talley,26.333333333333332,5.333333333333333,1.0,131.66666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145741,Duke,Nick Stefanow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,7.0,0.3333333333333333,74.33333333333333,9.766666666666667,,,,,
145745,Florida State,James Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,4.0,0.0,29.5,6.8,18.5,7.5,3.0,44.5,1.6500000000000001
145751,Florida State,Roger Williams,2.825,1.75,0.0,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145753,Florida State,Antonio Cromartie,10.0,4.0,1.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145755,Florida State,De'Cody Fagg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.75,33.0,1.75,413.5,11.55,0.0,10.0,0.0,10.0,0.0
145764,Florida State,Joslin Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.666666666666668,10.666666666666666,0.0,115.66666666666667,11.933333333333332,1.5,16.0,0.0,14.0,13.0
145765,Florida State,Ernie Sims,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,17.0,17.0,1.0,0.0,17.0,,,,,,,,,,,,1.0,0.0,0.0,-1.0,-1.0
145776,Oklahoma State,Al Pena,,,,,,,,,,,,,,,,,95.0,48.0,6.5,0.5665,4.5,598.0,7.35,,,,,,,,,,,,13.0,1.0,0.0,13.0,13.0,18.5,8.5,1.0,-13.0,-4.4
145781,Georgia Tech,Reggie Ball,,,,,,,,,,,,,,,,,338.0,160.33333333333334,14.666666666666666,0.47333333333333333,15.666666666666666,2044.0,6.066666666666666,,,,,,,,,,,,25.0,2.0,0.0,26.5,13.25,118.66666666666667,26.333333333333332,2.6666666666666665,355.6666666666667,3.066666666666667
145782,Georgia Tech,Patrick Carter,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,29.0,27.0,0.0,218.0,,,,,,,,,,,,2.0,13.0,0.0,22.0,11.0
145782,Louisville,Patrick Carter,,,,,,,,,,,,,,,,,1.0,0.5,0.5,0.5,0.5,10.5,10.5,4.3,18.0,25.0,0.0,107.0,,,,,,,38.5,15.5,2.5,232.0,14.399999999999999,0.0,5.0,0.0,5.0,0.0
145783,Georgia Tech,Chris Dunlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.333333333333332,4.0,0.0,48.0,14.4,,,,,
145785,Georgia Tech,Joe Gaston,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145786,Georgia Tech,Rashaun Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.333333333333334,6.666666666666667,0.0,42.666666666666664,7.266666666666667,44.75,23.25,0.5,219.25,4.925000000000001
145787,Georgia Tech,KaMichael Hall,4.0,2.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145788,Baylor,Nick Moore,13.0,1.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145795,Georgia Tech,Kenny Scott,21.666666666666668,1.6666666666666667,0.6666666666666666,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145797,Georgia Tech,Philip Wheeler,4.5,4.0,0.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145803,Maryland,Daniel Ennis,,,,,,,,,,24.0,17.5,45.5,0.726,79.5,27.5,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145814,Maryland,Lance Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,15.0,0.0,91.33333333333333,6.1000000000000005,132.0,35.5,6.5,591.75,3.4749999999999996
145816,Maryland,Tim Cesa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,0.0,7.0,7.0,1.0,11.0,0.0,11.0,11.0
145820,Maryland,Vernon Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,37.0,4.5,629.0,16.85,1.0,3.5,0.0,2.5,2.5
145821,Maryland,Dan Gronkowski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.25,10.0,1.0,100.25,10.825,,,,,
145823,Maryland,Keon Lattimore,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,13.25,11.5,0.0,76.75,3.325,109.5,31.25,4.75,436.0,3.4000000000000004
